Title,Desc_of_movies,IMDB_ID
Burning Sands ,Promising student Zurich opens his eyes to some hard truths when his fraternity's violent hazing escalates into a disastrous hell night.,5826432
Bushwick ,"When their diverse neighborhood is besieged by a mysterious militia, a grad student and an ex-Marine become an unlikely team in a battle for survival.",4720702
Buster's Mal Heart ,"On the run from authorities, a troubled man recalls the mysterious events -- and the strange drifter -- that inspired his unusual transformation.",5173032
The Butterfly's Dream ,"Forced to work in a coal mine during World War II, two young poets find some escape when they both fall for the same woman.",2608224
BuyBust ,"In a mazelike Manila slum, at war with incensed civilians and a brutal cartel, special agent Nina Manigan must fight her way through one fierce night.",5938084
Bye Bye London (باي باي لندن) ,"In this satirical play, a wealthy Kuwaiti businessman travels to London for pleasure and encounters a host of eccentric characters.",No ID found
The Bygone ,"His way of life under threat due to the oil fracking boom, a young rancher defends a Lakota woman and becomes entangled in human trafficking.",6613958
Bygones Be Bygones (Olanlar Oldu) ,A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.,6313158
Bypass Road ,"On the night his ex-lover mysteriously dies, a top fashion designer has a serious accident, raising questions on whether the incidents are linked.",9176260
C Kkompany ,"To blow off some steam, friends Akshay, Joshi and Lambodar, posing as a gang called C Kkompany, make a phony extortion demand to Joshi's apathetic son. The trio is shocked when their prank call makes them anonymous celebrities.",1170399
The C Word ,"To solve the mystery of cancer, challenging the status quo is a must. Witness how lifestyle and societal changes may help beat the disease.",5212792
The Cabin with Bert Kreischer ,"Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul.",11666848
Cabins in the Wild with Dick Strawbridge ,"Engineer Dick Strawbridge and craftsman Will Hardie tour eight unique cabins built for a pop-up hotel in Wales, and construct No. 9 on their own.",8422396
The Cable Guy ,"When Steven moves into a new place, an overzealous cable guy hooks him up -- and doesn't let go, even after Steven tries to end their ""friendship.""",115798
Cadaver (Kadaver) ,"When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers they'll pay much more than the price of admission.",11284280
Cafarnaúm ,"Emotionally scarred and hardened by life on the Beirut streets, a 12-year-old boy sues his negligent parents for bringing him into a life of misery.",8267604
Caida del Cielo ,"When Julia literally falls into Alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together.",4991172
Cairo Station ,A Cairo newsstand vendor's fantasies morph into a dangerous fixation with a lemonade seller as a serial killer begins terrorizing the city.,51390
Cake ,"When their aging father's illness reunites two sisters under one roof, new tensions arise between them as old wounds and hidden secrets surface.",No ID found
Calibre ,Two lifelong friends on a hunting trip in Scotland find their nerves -- and their morals -- ruthlessly tested after a harrowing turn of events.,No ID found
The Call ,An abducted teen and a sympathetic 911 operator work together over the phone to stop a dangerous serial killer from striking again.,1911644
The Calling ,"Food-crazed travel junkies journey across India, completing bucket list challenges for a chance to win a once-in-a-lifetime scholarship.",1666335
Calum von Moger: Unbroken ,"Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury.",10308686
Cam ,"After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.",No ID found
Camarón: The Film ,"This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death.",8067306
Can't Complain ,"Raised by a father to fraudulently act as one person, three identical brothers end up pining for the same woman as one triplet seeks psychiatric help.",No ID found
Can't Help Falling in Love ,"Gab is eager to tie the knot with her handsome boyfriend, but there's a problem, and it's a doozy: She's already married to a total stranger.",No ID found
Candy Jar ,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,6744044
Candyflip ,"On the incandescent shores of Goa, a young man tumbles down a mind-bending -- and soon dangerous -- series of trips after taking hallucinatory drugs.",No ID found
Cape Fear , A recently paroled convict embarks on a campaign of sadistic revenge against the defense attorney from his trial.,101540
Capital in the Twenty-First Century ,"Based on economist Thomas Piketty's best-selling book, this documentary examines wealth accumulation and its looming social repercussions.",No ID found
Cappuccino ,"Richi is a director of commercials whose computer memory drive is accidentally switched with that of Sneha, a woman he soon falls in love with.",No ID found
Captain America: Civil War ," It's Avengers vs. Avengers when Captain America fights to keep his superhero friends independent, while his pal Iron Man supports government control.",3498820
Captain America: The First Avenger ," During World War II, frail weakling Steve Rogers volunteers for scientific experiments that turn him into Allied super soldier Captain America.",458339
Captain Fantastic ,"A father raising his children off the grid begins to question his anti-establishment, utopian views when a tragic loss pulls them back into society.",3553976
Captain Phillips ," Four Somali pirates hijack a cargo ship and hold the captain hostage, setting the stage for an explosive confrontation with the U.S. Navy.",1535109
Captain Underpants Epic Choice-o-Rama ,"In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens.",11604750
Captains Courageous , Hard life lessons are in store for spoiled Harvey Cheyne Jr. when he's picked up by a fishing ship after falling off the liner taking him to school.,No ID found
The Captive ,"Eight years after their daughter's abduction tore them apart, her parents receive enigmatic clues from the kidnapper hinting that she's still alive.",2326612
Car Masters: Rust to Riches ," The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",8893550
Carbon ,"On the verge of losing his business, an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals, intrigue and murder.",No ID found
Cardboard Gangsters ,"A low-level drug dealer decides to move up the ranks of the illegal narcotics trade in Darndale, Dublin, putting him and his gang on a violent path.",5156274
Care of Kancharapalem ,"From a schoolboy's crush to a middle-aged bachelor's office romance, four love stories spanning age, religion and status unfold in a small Indian town.",No ID found
